"Carimbo de data/hora","Li o Termo de Consentimento Livre Esclarecido e concordo:","Você reside em qual munícipio?","Em que faixa de idade você se encontra?","Qual seu gênero?","Qual sua escolaridade?","Você segue alguma religião?","Por onde se informa mais? ","Tem interesse em política?","Se considera mais de:","Quando falamos em Esquerda, qual dessas afirmações faz mais sentido para você?","Quando falamos em Direita, qual dessas afirmações faz mais sentido para você?","Você apoia a existência de sindicatos?","Você apoia o direito de greve trabalhista?","O governo deve usar agentes da lei para acabar com manifestações?","O regime militar deveria voltar?","Leis devem ser sempre obedecidas (sendo elas justas ou não)?","O governo deve poder proibir a existência de algum partido político?","No capitalismo, quem se esforça sempre é recompensado?","No socialismo, todos os problemas sociais são sanados?","Você é contra o aborto, sendo a situação prevista ou não em lei?","É a favor do desarmamento civil, especialmente em centros urbanos?","As grandes fortunas (investimentos e bens acima de 20 milhões de reais) devem ser taxadas e, com essa arrecadação, investir em melhorias para a população?","Toda pessoa deveria ter direito à saúde de graça e com qualidade, oferecida pelo governo?","Você considera a família como união de duas ou mais pessoas, independentemente do gênero destas?"
"2023/01/22 7:21:40 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","25-35","Feminino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Não concordo nem discordo","Não concordo nem discoro","Sim","Sim","Sim","Sim","Sim"
"2023/01/22 7:57:43 PM GMT-3","SIM, aceito participar da pesquisa.","Guarulhos ","51-65","Feminino","Pós-graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/22 7:59:16 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","51-65","Masculino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/22 8:38:04 PM GMT-3","SIM, aceito participar da pesquisa.","Bento Gonçalves ","25-35","Feminino","Pós-graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/22 10:03:57 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","51-65","Feminino","Pós-graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Não sei me definir","Ser oposição ao governo","É apoiar o governo","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Sim","Sim","Sim","Sim","Sim"
"2023/01/22 10:45:12 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo/SP","25-35","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo plenamente","Sim","Não","Sim","Sim","Sim"
"2023/01/22 10:47:27 PM GMT-3","SIM, aceito participar da pesquisa.","Santo André ","25-35","Masculino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 12:49:26 AM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","51-65","Masculino","Graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Sim","Não","Não","Sim","Sim"
"2023/01/23 7:56:03 AM GMT-3","SIM, aceito participar da pesquisa.","lisboa","25-35","Masculino","Graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Direita","Ser oposição ao governo","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Não concordo nem discordo","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 9:07:40 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí - SP","36-42","Masculino","Graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Não","Sim","Sim","Não"
"2023/01/23 9:12:57 AM GMT-3","SIM, aceito participar da pesquisa.","Campinas","51-65","Masculino","Graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","É ser errado de acordo com minha noção de ética","É o certo de acordo com minha noção de ética","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Não","Sim","Sim","Não"
"2023/01/23 9:31:00 AM GMT-3","SIM, aceito participar da pesquisa.","Valinhos ","36-42","Masculino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","É o certo de acordo com minha noção de ética","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, sempre que julgar necessário","Concordo parcialmente","Discordo parcialmente","Sim","Não","Sim","Sim","Sim"
"2023/01/23 10:12:04 AM GMT-3","SIM, aceito participar da pesquisa.","Várzea Paulista ","51-65","Masculino","Graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Ser oposição ao governo","É apoiar o governo","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo plenamente","Sim","Não","Sim","Sim","Não"
"2023/01/23 10:17:30 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiai","51-65","Masculino","Pós-graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Não","Não","Não","Não"
"2023/01/23 10:21:42 AM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","51-65","Masculino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo plenamente","Concordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 10:32:33 AM GMT-3","SIM, aceito participar da pesquisa.","Sorocaba ","51-65","Feminino","Graduação completa","Não sigo nenhuma em específico","Televisão","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo plenamente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 10:38:34 AM GMT-3","SIM, aceito participar da pesquisa.","Resido no exterior ( Japão)","51-65","Masculino","Graduação completa","Não sigo nenhuma em específico","Televisão","Sim, me interesso por política","Direita","Ser oposição ao governo","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Concordo parcialmente","Não","Não","Sim","Não","Sim"
"2023/01/23 10:41:27 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiai/SP","51-65","Feminino","Graduação completa","Sim e não sou praticante","Televisão","Sim, me interesso por política","Centro-Direita","Ser minoria","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 10:44:57 AM GMT-3","SIM, aceito participar da pesquisa.","Paulinia","25-35","Masculino","Graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Centro-Direita","Não sei responder","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Não concordo nem discordo","Discordo plenamente","Não","Sim","Não","Sim","Sim"
"2023/01/23 10:54:34 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","mais de 65","Feminino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 11:04:22 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí (SP)","mais de 65","Masculino","Pós-graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","É o certo de acordo com minha noção de ética","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Não concordo nem discordo","Discordo plenamente","Sim","Não","Sim","Sim","Não"
"2023/01/23 11:04:28 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiai-SP","18-24","Masculino","Ensino médio completo","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Não concordo nem discoro","Sim","Não","Não","Sim","Sim"
"2023/01/23 11:12:26 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","51-65","Feminino","Graduação completa","Sim e sou praticante","Televisão","É indiferente para mim","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","Defender pautas sociais / interesses dos trabalhadores","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Sim","Sim","Sim","Sim","Sim"
"2023/01/23 11:30:23 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí-SP","51-65","Feminino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Não sei me definir","Ser oposição ao governo","É apoiar o governo","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo plenamente","Sim","Não","Não","Sim","Sim"
"2023/01/23 11:33:04 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiai ","36-42","Feminino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Sim","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Não","Sim","Sim","Não"
"2023/01/23 11:36:35 AM GMT-3","SIM, aceito participar da pesquisa.","Assis/SP","51-65","Feminino","Pós-graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 11:44:32 AM GMT-3","SIM, aceito participar da pesquisa.","São Paulo","25-35","Masculino","Graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Não","Não","Sim","Sim","Sim"
"2023/01/23 11:50:08 AM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí  SP","51-65","Feminino","Pós-graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 12:07:41 PM GMT-3","SIM, aceito participar da pesquisa.","OSVALDO CRUZ","51-65","Masculino","Graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo plenamente","Discordo parcialmente","Sim","Não","Não","Sim","Não"
"2023/01/23 12:35:01 PM GMT-3","SIM, aceito participar da pesquisa.","Sorocaba","25-35","Masculino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É apoiar o governo","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Não","Sim","Sim","Sim"
"2023/01/23 1:12:36 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí","25-35","Feminino","Ensino médio completo","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo plenamente","Discordo plenamente","Sim","Não","Não","Sim","Não"
"2023/01/23 1:13:08 PM GMT-3","SIM, aceito participar da pesquisa.","Várzea Paulista","36-42","Feminino","Ensino médio completo","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","É ser errado de acordo com minha noção de ética","É o certo de acordo com minha noção de ética","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Não sempre, pois acho que tenho o direito de não cumprir caso não concorde","Sim, se a ideologia desse partido ferir direitos humanos","Concordo plenamente","Discordo plenamente","Sim","Não","Não","Sim","Sim"
"2023/01/23 1:17:01 PM GMT-3","SIM, aceito participar da pesquisa.","São José do Rio Preto ","18-24","Feminino","Ensino médio completo","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Sim","Não","Sim","Sim","Sim"
"2023/01/23 1:18:10 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","18-24","Feminino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Ser maioria e, portanto, mais poderosa","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo plenamente","Sim","Não","Sim","Não","Sim"
"2023/01/23 1:25:28 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","18-24","Feminino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Não sei me definir","Não sei responder","Não sei responder","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Não concordo nem discordo","Não concordo nem discoro","Não","Não","Sim","Sim","Sim"
"2023/01/23 1:26:54 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","43-50","Feminino","Ensino médio completo","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Não sei me definir","Ser oposição ao governo","É apoiar o governo","Sim.","Sim","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Não","Não, pois foram escritas sem nos consultarem","Não. O Estado não deveria interferir nisso","Não concordo nem discordo","Não concordo nem discoro","Sim","Não","Sim","Sim","Sim"
"2023/01/23 1:27:06 PM GMT-3","SIM, aceito participar da pesquisa.","Campo Limpo Paulista ","51-65","Feminino","Ensino médio incompleto","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Não","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Sim","Não sempre, pois acho que tenho o direito de não cumprir caso não concorde","Sim, sempre que julgar necessário","Concordo plenamente","Discordo parcialmente","Sim","Não","Não","Sim","Sim"
"2023/01/23 1:36:04 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiai ","18-24","Feminino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","É indiferente para mim","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 1:46:20 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","18-24","Feminino","Ensino médio completo","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","É indiferente para mim","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Não sei responder","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Não concordo nem discordo","Não concordo nem discoro","Sim","Sim","Sim","Sim","Sim"
"2023/01/23 1:49:14 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí - SP","mais de 65","Masculino","Graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","É ser errado de acordo com minha noção de ética","É o certo de acordo com minha noção de ética","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo plenamente","Discordo plenamente","Sim","Não","Não","Não","Não"
"2023/01/23 1:50:38 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","25-35","Feminino","Graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo plenamente","Discordo plenamente","Sim","Não","Não","Sim","Sim"
"2023/01/23 2:07:17 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí","18-24","Masculino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo plenamente","Discordo plenamente","Sim","Não","Não","Sim","Sim"
"2023/01/23 2:15:35 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí","25-35","Masculino","Ensino médio completo","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","É indiferente para mim","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Não","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo plenamente","Sim","Não","Sim","Sim","Sim"
"2023/01/23 2:39:38 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","25-35","Masculino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Não","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo plenamente","Discordo plenamente","Sim","Não","Não","Sim","Sim"
"2023/01/23 2:47:25 PM GMT-3","SIM, aceito participar da pesquisa.","Várzea Paulista ","43-50","Masculino","Ensino médio completo","Sim e não sou praticante","Televisão","Sim, me interesso por política","Centro-Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Não","Não","Sim","Não"
"2023/01/23 3:02:28 PM GMT-3","SIM, aceito participar da pesquisa.","Santo André","25-35","Feminino","Pós-graduação completa","Não sigo nenhuma em específico","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 4:14:04 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","43-50","Feminino","Ensino médio incompleto","Sim e sou praticante","Parentes","Sim, me interesso por política","Não sei me definir","Não sei responder","É defender os interesses da elite do país","Sim.","Não","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Sim","Não, pois foram escritas sem nos consultarem","Não. O Estado não deveria interferir nisso","Não concordo nem discordo","Não concordo nem discoro","Sim","Sim","Sim","Sim","Não"
"2023/01/23 4:41:55 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","43-50","Feminino","Ensino médio completo","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Não sempre, pois acho que tenho o direito de não cumprir caso não concorde","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo parcialmente","Sim","Não","Sim","Sim","Não"
